file size,fgetc,fread
1kb,70.09182028457279,79.75117632985086
10kb,874.9671887304227,819.5377806916899
100kb,7242.1784472769405,6678.688305616777
1mb,57066.42888987962,30094.633515546935
10mb,125608.7239184034,34097.417387019006
100mb,124914.6091538987,38841.63914751705
