file size,fgetc,fread
1kb,22.8665508094759,96.73986649898423
10kb,974.3739647276625,917.26288754357
100kb,3055.3009471432933,8035.355564483729
1mb,20316.654101027736,31191.93396082732
10mb,89183.84587916634,40851.8243690707
100mb,127297.9517958459,114382.09652106407
