file size,fgetc,fread
1kb,66.04147404570071,73.99733609590055
10kb,805.9316569954867,903.0160736861116
100kb,7977.6625448743525,7121.492664862555
1mb,46649.355382442714,28581.795852290175
10mb,110791.33577131976,39470.53971337604
100mb,127393.28945895174,38451.03894782337
